title,link,published,retrieved_at,relevanceSource,author,abstract,category
Computing the SSR,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4872776,2024-06-27 17:14:00,06/28/2024 16:44,randomForestClassifier,"Peter Friz, Jim Gatheral","The skew-stickiness-ratio (SSR), examined in detail by Bergomi in his book, is critically important to options traders, especially market makers. We present a modelfree expression for the SSR in terms of the characteristic function. In the diffusion setting, it is well-known that the short-term limit of the SSR is 2; a corollary of our results is that this limit is H + 3/2 where H is the Hurst exponent of the volatility process. The general formula for the SSR simplifies and becomes particularly tractable in the affine forward variance case. We explain the qualitative behavior of the SSR with respect to the shape of the forward variance curve, and thus also path-dependence of the SSR.",
Uncovering the Sino-US dynamic risk spillovers effects: Evidence from agricultural futures markets,https://arxiv.org/abs/2403.01745,,07/01/2024 09:18,randomForestClassifier,"Han-Yu Zhu, Peng-Fei Dai, Wei-Xing Zhou","Agricultural products play a critical role in human development. With economic globalization and the financialization of agricultural products continuing to advance, the interconnections between different agricultural futures have become closer. We utilize a TVP-VAR-DY model combined with the quantile method to measure the risk spillover between 11 agricultural futures on the futures exchanges of US and China from July 9,2014, to December 31,2022. This study yielded several significant findings. Firstly, CBOT corn, soybean, and wheat were identified as the primary risk transmitters, with DCE corn and soybean as the main risk receivers. Secondly, sudden events or increased economic uncertainty can increase the overall risk spillovers. Thirdly, there is an aggregation of risk spillovers amongst agricultural futures based on the dynamic directional spillover results. Lastly, the central agricultural futures under the conditional mean are CBOT corn and soybean, while CZCE hard wheat and long-grained rice are the two risk spillover centers in extreme cases, as per the results of the spillover network and minimum spanning tree. Based on these results, decision-makers are advised to safeguard against the price risk of agricultural futures under sudden economic events, and investors can utilize the results to construct a superior investment portfolio by taking different agricultural product futures as risk-leading indicators according to various situations.","econ.GN, q-fin.EC, q-fin.RM"
Test for symmetry and confidence interval of the parameter {\mu} of skew-symmetric-Laplace-uniform distribution,https://arxiv.org/abs/2406.20090,,07/01/2024 09:18,randomForestClassifier,"Raju. K. Lohot, V. U. Dixit","The skew symmetric Laplace uniform distribution SSLUD({\mu}) is introduced in Lohot, R. K. and Dixit, V. U. (2024) using the skewing mechanism of Azzalini (1985). Here we derive the most powerful (MP) test for symmetry of the SSLUD({\mu}). Since the form of the test statistic is complicated and it is difficult to obtain its exact distribution, critical values and the power of MP test are obtained using simulation. Further, we construct a confidence interval (CI) for parameter {\mu} assuming asymptotic normality and empirical distribution of the maximum likelihood estimator of {\mu}. These two methods are compared based on the average length and coverage probability of the CI. Finally, the CI of the parameter {\mu} is constructed using data on the transformed daily percentage change in the price of NIFTY 50, an Indian stock market index given in Lohot, R. K. and Dixit, V. U. (2024).","math.ST, stat.TH"
Portfolio Optimization in a Market with Hidden Gaussian Drift and Randomly Arriving Expert Opinions: Modeling and Theoretical Results,https://arxiv.org/abs/2308.02049,,07/01/2024 09:18,randomForestClassifier,"Abdelali Gabih, Ralf Wunderlich",This paper investigates the optimal selection of portfolios for power utility maximizing investors in a financial market where stock returns depend on a hidden Gaussian mean reverting drift process. Information on the drift is obtained from returns and expert opinions in the form of noisy signals about the current state of the drift arriving randomly over time. The arrival dates are modeled as the jump times of a homogeneous Poisson process. Applying Kalman filter techniques we derive estimates of the hidden drift which are described by the conditional mean and covariance of the drift given the observations. The utility maximization problem is solved with dynamic programming methods. We derive the associated dynamic programming equation and study regularization arguments for a rigorous mathematical justification.,q-fin.PM
Electricity Spot Prices Forecasting Using Stochastic Volatility Models,https://arxiv.org/abs/2406.19405,,07/01/2024 09:18,randomForestClassifier,Andrei Renatovich Batyrov,"There are several approaches to modeling and forecasting time series as applied to prices of commodities and financial assets. One of the approaches is to model the price as a non-stationary time series process with heteroscedastic volatility (variance of price). The goal of the research is to generate probabilistic forecasts of day-ahead electricity prices in a spot marker employing stochastic volatility models. A typical stochastic volatility model - that treats the volatility as a latent stochastic process in discrete time - is explored first. Then the research focuses on enriching the baseline model by introducing several exogenous regressors. A better fitting model - as compared to the baseline model - is derived as a result of the research. Out-of-sample forecasts confirm the applicability and robustness of the enriched model. This model may be used in financial derivative instruments for hedging the risk associated with electricity trading. Keywords: Electricity spot prices forecasting, Stochastic volatility, Exogenous regressors, Autoregression, Bayesian inference, Stan","q-fin.ST, q-fin.TR"
Power Utility Maximization with Expert Opinions at Fixed Arrival Times in a Market with Hidden Gaussian Drift,https://arxiv.org/abs/2301.06847,,07/01/2024 09:18,randomForestClassifier,"Abdelali Gabih, Hakam Kondakji, Ralf Wunderlich","In this paper we study optimal trading strategies in a financial market in which stock returns depend on a hidden Gaussian mean reverting drift process. Investors obtain information on that drift by observing stock returns. Moreover, expert opinions in the form of signals about the current state of the drift arriving at fixed and known dates are included in the analysis. Drift estimates are based on Kalman filter techniques. They are used to transform a power utility maximization problem under partial information into an optimization problem under full information where the state variable is the filter of the drift. The dynamic programming equation for this problem is studied and closed-form solutions for the value function and the optimal trading strategy of an investor are derived. They allow to quantify the monetary value of information delivered by the expert opinions. We illustrate our theoretical findings by results of extensive numerical experiments.",q-fin.PM
Dynamically Consistent Analysis of Realized Covariations in Term Structure Models,https://arxiv.org/abs/2406.19412,,07/01/2024 09:18,randomForestClassifier,Dennis Schroers,"In this article we show how to analyze the covariation of bond prices nonparametrically and robustly, staying consistent with a general no-arbitrage setting. This is, in particular, motivated by the problem of identifying the number of statistically relevant factors in the bond market under minimal conditions. We apply this method in an empirical study which suggests that a high number of factors is needed to describe the term structure evolution and that the term structure of volatility varies over time.","q-fin.ST, econ.EM, q-fin.MF"
Modeling a Financial System with Memory via Fractional Calculus and Fractional Brownian Motion,https://arxiv.org/abs/2406.19408,,07/01/2024 09:18,randomForestClassifier,Patrick Geraghty,"Financial markets have long since been modeled using stochastic methods such as Brownian motion, and more recently, rough volatility models have been built using fractional Brownian motion. This fractional aspect brings memory into the system. In this project, we describe and analyze a financial model based on the fractional Langevin equation with colored noise generated by fractional Brownian motion. Physics-based methods of analysis are used to examine the phase behavior and dispersion relations of the system upon varying input parameters. A type of anomalous marginal glass phase is potentially seen in some regions, which motivates further exploration of this model and expanded use of phase behavior and dispersion relation methods to analyze financial models.",q-fin.ST
Does internalization impact quote competition?&nbsp;,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4891227,2024-07-12 13:30:00,07/22/2024 09:54,randomForestClassifier,"Amber Anand, Dmitriy Muravyev","Traditionally, market makers compete on bid and ask prices to attract marketable orders, facilitating price discovery and liquidity in markets. However, internalization mechanisms allow market makers an ex-post option to trade without posting competitive quotes. We study the effects of this ex-post option on quote competition using on-exchange auctions in the options markets. Consistent with the use of auctions as an ex-post trading option, auction trades are 48 percentage points more likely when the relevant exchange is not quoting the best price; additionally, trades within auctions are 15 percentage points more likely to match the best quotes, rather than be price improved, when the exchange is not at the best quote. Exchanges that include auctions are 12 percentage points less likely to quote at the best prices and 30 percentage points less likely to set the best price. The non-competitive quoting effects of auctions spill over to a non-auction exchange for a market-maker. Our finding that internalization reduces quote competition suggests an added dimension to the understanding of internalization and complements the existing focus on price improvement.",
Robust Stock Index Return Predictions Using Deep Learning *,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4890466,2024-07-12 13:17:00,07/22/2024 09:42,randomForestClassifier,"Ravi Jagannathan, Yuan Liao, Andreas Neuhierl","We introduce a conditional machine learning approach to forecast the stock index return. Our approach is designed to work well for short-horizon forecasts to address the well-documented instability in predicting aggregate stock returns in long panels. We formally characterize the forecast standard errors to assess the uncertainty associated with our cross-sectional neural network predictions, which also enables us to explain the predictability of our model. The explainability covers both correctly and incorrectly assumed forecasting models, and stems from the forecast standard errors and out-of-sample R square. To explain the economic impacts of the economy's stability on the forecast quality, we introduce a ""CDI"" index defined as the correlation between firms' market value share and sales share, and show that it can well explain the forecast uncertainties, thus provides economic insights of the success and failure of machine learning based forecasting models.",
CAESar: Conditional Autoregressive Expected Shortfall,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4886158,2024-07-11 13:28:00,07/22/2024 09:51,randomForestClassifier,"Federico Gatta, Fabrizio Lillo, Piero Mazzarisi","In financial risk management, Value at Risk (VaR) is widely used to estimate potential portfolio losses. VaR's limitation is its inability to account for the magnitude of losses beyond a certain threshold. Expected Shortfall (ES) addresses this by providing the conditional expectation of such exceedances, offering a more comprehensive measure of tail risk. Despite its benefits, ES is not elicitable on its own, complicating its direct estimation. However, joint elicitability with VaR allows for their combined estimation. Building on this, we propose a new methodology named Conditional Autoregressive Expected Shortfall (CAESar), inspired by the CAViaR model. CAESar handles dynamic patterns flexibly and includes heteroskedastic effects for both VaR and ES, with no distributional assumption on price returns. CAESar involves a three-step process: estimating VaR via CAViaR regression, formulating ES in an autoregressive manner, and jointly estimating VaR and ES while ensuring a monotonicity constraint to avoid crossing quantiles. By employing various backtesting procedures, we show the effectiveness of CAESar through extensive simulations and empirical testing on daily financial data. Our results demonstrate that CAESar outperforms existing regression methods in terms of forecasting performance, making it a robust tool for financial risk management.",
Pricing and Calibration in the 4-Factor Path-Dependent Volatility Model,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4853419,2024-07-03 15:38:00,07/22/2024 09:54,randomForestClassifier,"Guido Gazzani, Julien Guyon","We consider the path-dependent volatility (PDV) model of Guyon and Lekeufack (2023), where the instantaneous volatility is a linear combination of a weighted sum of past returns and the square root of a weighted sum of past squared returns. We discuss the influence of an additional parameter that unlocks enough volatility on the upside to reproduce the implied volatility smiles of P 500 and VIX options. This PDV model, motivated by empirical studies, comes with computational challenges, especially in relation to VIX options pricing and calibration. We propose an accurate neural network approximation of the VIX which leverages on the Markovianity of the 4-factor version of the model. The VIX is learned as a function of the Markovian factors and the model parameters. We use this approximation to tackle the joint calibration of P 500 and VIX options.",
Can Day Trading Really Be Profitable?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4898296,2024-07-18 03:18:00,07/22/2024 09:52,randomForestClassifier,"Andrew Aziz, Carlo Zarattini","In this paper, we investigate the profitability of the well-known Opening Range Breakout (ORB) day trading strategy from 2016 to 2023. Our results suggest that with the proper use of leverage or leveraged products (such as 3x leveraged ETFs), day trading can empirically produce significant returns when compared to a standard buy and hold strategy on benchmark indexes in the US public equity markets. We introduced the use of TQQQ, a leveraged ETF of QQQ nd resulting portfolio would have earned an outstanding return of 1,484%, while an investment in the QQQ ETF would have earned only 169%.",
Currency Return Dynamics: What Is the Role of U.S. Macroeconomic Regimes?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4888163,2024-07-12 12:34:00,07/22/2024 09:46,randomForestClassifier,"Guanhao Feng, Jingyu He, Junye Li, Lucio Sarno, Qianshu Zhang","This paper investigates whether U.S. macroeconomic regimes affect the set of characteristics that drive currency return dynamics, resulting in time-varying specified risk premia. The study adopts a tree-based Bayesian regime-switching model that detects regime shifts in currency return dynamics instrumented by macroeconomic variables. The tree growth process is guided by marginal likelihood improvements, accounting for model and parameter uncertainty within each regime. The findings reveal strong evidence of regime changes in currency risk-return relationships determined by U.S. inflation and interest rates interactively. The Carry factor is identified as a common factor across all regimes, showing strong risk premia and selection probability, while other factors are regime-specific.",
Portfolio Alignment and Net Zero Investing,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4891271,2024-07-12 13:30:00,07/22/2024 09:54,randomForestClassifier,Thierry Roncalli,<span>This chapter introduces the concepts of portfolio alignment and net zero investing and how they are implemented by asset owners and managers.</span>,
Construction and Hedging of Equity Index Options Portfolios,https://arxiv.org/abs/2407.13908,,07/22/2024 09:55,randomForestClassifier,"Maciej Wysocki, Robert \'Slepaczuk","This research presents a comprehensive evaluation of systematic index option-writing strategies, focusing on S&amp;P500 index options. We compare the performance of hedging strategies using the Black-Scholes-Merton (BSM) model and the Variance-Gamma (VG) model, emphasizing varying moneyness levels and different sizing methods based on delta and the VIX Index. The study employs 1-minute data of S&amp;P500 index options and index quotes spanning from 2018 to 2023. The analysis benchmarks hedged strategies against buy-and-hold and naked option-writing strategies, with a focus on risk-adjusted performance metrics including transaction costs. Portfolio delta approximations are derived using implied volatility for the BSM model and market-calibrated parameters for the VG model. Key findings reveal that systematic option-writing strategies can potentially yield superior returns compared to buy-and-hold benchmarks. The BSM model generally provided better hedging outcomes than the VG model, although the VG model showed profitability in certain naked strategies as a tool for position sizing. In terms of rehedging frequency, we found that intraday hedging in 130-minute intervals provided both reliable protection against adverse market movements and a satisfactory returns profile.","q-fin.PM, q-fin.RM, q-fin.TR"
Forecasting Mutual Fund Performance – Combining&nbsp;<span>Return-Based with Portfolio Holdings-Based&nbsp;</span>Predictors,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4887900,2024-07-12 12:29:00,07/22/2024 09:42,randomForestClassifier,"Sebastian M&uuml;ller, Nikolay Pugachyov, Florian Weigert",We propose that individual mutual fund performance predictors can be combined&nbsp;<span>into a composite predictor to forecast fund performance. The composite&nbsp;</span><span>predictor aggregates information across 19 prominent return-based and portfolio&nbsp;</span><span>holdings-based predictors from the literature. It selects top decile funds&nbsp;</span><span>that outperform bottom decile funds by risk-adjusted 4.56% per annum. Information&nbsp;</span><span>from both return-based predictors (such as fund’s alpha and t-statistic&nbsp;</span><span>of alpha) as well as holding-based predictors (such as characteristic selectivity&nbsp;</span><span>and active weight) contribute equally to the success of the composite predictor.</span>,
Measuring and testing tail equivalence,https://arxiv.org/abs/2407.14349,,07/22/2024 09:55,randomForestClassifier,"Takaaki Koike, Shogo Kato, Toshinao Yoshiba","We call two copulas tail equivalent if their first-order approximations in the tail coincide. As a special case, a copula is called tail symmetric if it is tail equivalent to the associated survival copula. We propose a novel measure and statistical test for tail equivalence. The proposed measure takes the value of zero if and only if the two copulas share a pair of tail order and tail order parameter in common. Moreover, taking the nature of these tail quantities into account, we design the proposed measure so that it takes a large value when tail orders are different, and a small value when tail order parameters are non-identical. We derive asymptotic properties of the proposed measure, and then propose a novel statistical test for tail equivalence. Performance of the proposed test is demonstrated in a series of simulation studies and empirical analyses of financial stock returns in the periods of the world financial crisis and the COVID-19 recession. Our empirical analysis reveals non-identical tail behaviors in different pairs of stocks, different parts of tails, and the two periods of recessions.",stat.ME
"Asset Pricing with Affect Investing, Gambling, and Overconfidence: Theory and Evidence",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4887111,2024-07-11 13:46:00,07/22/2024 09:40,randomForestClassifier,"Jiang Luo, Shuoge Qian, Zheng Qiao, Avanidhar Subrahmanyam","Asset Pricing with Affect Investing, Gambling, and Overconfidence: Theory and Evidence We present a multi-asset model with three investor types: Gamblers, who derive direct utility from large stock positions, overconfident investors, who underestimate the precision of public information (that they do not produce themselves), and affect investors, whose attitude towards a firm's products impacts their investment in the firm's stock. We consider the joint impact of these investors on trading activity, measured systematic risk, and expected returns. We find that gambling amplifies trading volume and mitigates overconfidence-induced excess return co-movement and underreaction. Further, risk-adjusted returns decrease in the strength of the affect heuristic; but this relation attenuates when gambling propensity is high. Empirical evidence supports these implications.",
Firms' Perceived Cost of Capital,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4888476,2024-07-09 12:48:00,07/22/2024 09:47,randomForestClassifier,"Niels Joachim Gormsen, Kilian Huber","We study hand-collected data on firms’ perceptions of their cost of capital. Firms with higher perceived cost of capital earn higher returns on invested capital and invest less, suggesting that the perceived cost of capital shapes long-run capital allocation. The perceived cost of capital is partially related to the true cost of capital, which is determined by risk premia and interest rates, but there are also large deviations between the perceived and true cost of capital. Only 20% of the variation in the perceived cost of capital is justified by variation in the true cost of capital. The remaining 80% reflects deviations that are consistent with managers making mistakes. These deviations lead to misallocation of capital that lowers long-run aggregate productivity by 5% in a benchmark model. Forcing all firms to apply the same cost of capital would improve the allocation of capital relative to current corporate practice. The deviations in the perceived cost of capital challenge standard models, in particular the production-based asset pricing paradigm, and lead us to reject the “Investment CAPM.” We describe actionable methods that allow firms to improve their perceptions and capital allocation.",
Nash Equilibrium between Brokers and Traders,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4894757,2024-07-18 16:02:00,07/22/2024 09:48,randomForestClassifier,"&Aacute;lvaro Cartea, Sebastian Jaimungal, Leandro S&aacute;nchez-Betancourt","We study the perfect information Nash equilibrium between a broker and her clients -- an informed trader, and an uniformed trader. In our model, the broker trades in the lit exchange where trades have instantaneous and transient price impact with exponential resilience, while both clients trade with the broker. The informed trader and the broker maximise expected wealth subject to inventory penalties, while the uninformed trader is not strategic and sends the broker random buy and sell orders. We characterise the Nash equilibrium of the trading strategies with the solution to a coupled system of forward-backward stochastic differential equations (FBSDEs). We solve this system explicitly and study the effect of information in the trading strategies of the broker and the informed trader.",
Identifying Shocks to Systematic Risk in Times of Crisis,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4894687,2024-07-15 17:57:00,07/22/2024 09:44,randomForestClassifier,"Jacob Boudoukh, Yukun Liu, Tobias J. Moskowitz, Matthew P. Richardson","We characterize how risk evolves during a crisis. Using high-frequency data, we find that the first two principal components (PCs) of the covariance matrix of global asset returns experience large, sudden, and temporary spikes coinciding with well-known crises – Covid-19 pandemic, Global Financial Crisis, and Brexit. Despite the origin of these crises being very different, the risk dynamics share remarkably common features: PC1 shocks come solely from asset volatility, while PC2 shocks come from changing loadings/composition, effectively making it a “crisis” factor. Using the exogenous nature of Covid-19, we provide novel identification of risk dynamics by linking these changes to news about the virus and epidemiological model forecast errors over time and across countries. We conclude with investment implications, where shocks to systematic risk sharply reduce diversification benefits and ex ante attempts to hedge it are futile, which may be a defining characteristic of a crisis – that it is unavoidable.<br /><br />Institutional subscribers to the NBER working paper series, and residents of developing countries may download this paper without additional charge at <a href=""http://www.nber.org/papers/&#119;32693"" target=""_blank"">www.nber.org</a>.<br />",
Does Economic Policy Uncertainty Matter for Hedge Fund Returns?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4882292,2024-07-02 02:17:00,07/22/2024 09:45,randomForestClassifier,"Bing Liang, Songtao Wang, Chunyang Zhou","In this paper, we investigate the impact of economic policy uncertainty (EPU) on the performance of hedge funds. We observe that high EPU beta funds exhibit an average annual return of 6.36% lower than that of low EPU beta funds. This negative relation holds even after accounting for conventional risk factors and is robust to controlling for fund-specific characteristics. Subsequently, we delve into potential reasons behind the underperformance of high EPU beta funds. Our findings indicate that high EPU beta funds display less proficiency in predicting and capitalizing on EPU fluctuations, leading to lower returns.",
"Sustainability Matters: Company SDG Scores Need Not Have Size, Location, and ESG Disclosure Biases",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4886097,2024-07-11 13:27:00,07/22/2024 09:53,randomForestClassifier,"Lewei He, Harald Lohre, Jan Anton van Zanten","We investigate whether SDG scores, which evaluate companies' alignment with the 17 UN Sustainable Development Goals, exhibit similar biases that affect ESG ratings. Specifically, we document that SDG scores need not be influenced by size, location, and disclosure biases. Consequently, SDG-aligned investment portfolios would avoid undesirable biases stemming from the way company SDG scores are constructed. Our findings dispel the notion that company size, location, and the availability of resources for ESG disclosure drive corporate sustainability performance.",
A Bayesian workflow for securitizing casualty insurance risk,https://arxiv.org/abs/2407.14666,,07/23/2024 09:39,randomForestClassifier,"Nathaniel Haines, Conor Goold, J. Mark Shoun","Casualty insurance-linked securities (ILS) are appealing to investors because the underlying insurance claims, which are directly related to resulting security performance, are uncorrelated with most other asset classes. Conversely, casualty ILS are appealing to insurers as an efficient capital managment tool. However, securitizing casualty insurance risk is non-trivial, as it requires forecasting loss ratios for pools of insurance policies that have not yet been written, in addition to estimating how the underlying losses will develop over time within future accident years. In this paper, we lay out a Bayesian workflow that tackles these complexities by using: (1) theoretically informed time-series and state-space models to capture how loss ratios develop and change over time; (2) historic industry data to inform prior distributions of models fit to individual programs; (3) stacking to combine loss ratio predictions from candidate models, and (4) both prior predictive simulations and simulation-based calibration to aid model specification. Using historic Schedule P filings, we then show how our proposed Bayesian workflow can be used to assess and compare models across a variety of key model performance metrics evaluated on future accident year losses.","stat.ME, stat.AP"
Is the difference between deep hedging and delta hedging a statistical arbitrage?,https://arxiv.org/abs/2407.14736,,07/23/2024 09:39,randomForestClassifier,"Pascal Fran\c{c}ois, Genevi\`eve Gauthier, Fr\'ed\'eric Godin, Carlos Octavio P\'erez Mendoza","The recent work of Horikawa and Nakagawa (2024) explains that there exist complete market models in which the difference between the hedging position provided by deep hedging and that of the replicating portfolio is a statistical arbitrage. This raises concerns as it entails that deep hedging can include a speculative component aimed simply at exploiting the structure of the risk measure guiding the hedging optimisation problem. We test whether such finding remains true in a GARCH-based market model. We observe that the difference between deep hedging and delta hedging can be a statistical arbitrage if the risk measure considered does not put sufficient relative weight on adverse outcomes. Nevertheless, a suitable choice of risk measure can prevent the deep hedging agent from including a speculative overlay within its hedging strategy.","q-fin.CP, q-fin.RM"
Credibility Theory Based on Winsorizing,https://arxiv.org/abs/2306.09507,,07/23/2024 09:39,randomForestClassifier,"Qian Zhao, Chudamani Poudyal","The classical B\""{u}hlmann credibility model has been widely applied to premium estimation for group insurance contracts and other insurance types. In this paper, we develop a robust B\""{u}hlmann credibility model using the winsorized version of loss data, also known as the winsorized mean (a robust alternative to the traditional individual mean). This approach assumes that the observed sample data come from a contaminated underlying model with a small percentage of contaminated sample data. This framework provides explicit formulas for the structural parameters in credibility estimation for scale-shape distribution families, location-scale distribution families, and their variants, commonly used in insurance risk modeling. Using the theory of \(L\)-estimators (different from the influence function approach), we derive the asymptotic properties of the proposed method and validate them through a comprehensive simulation study, comparing their performance to credibility based on the trimmed mean. By varying the winsorizing/trimming thresholds in several parametric models, we find that all structural parameters derived from the winsorized approach are less volatile than those from the trimmed approach. Using the winsorized mean as a robust risk measure can reduce the influence of parametric loss assumptions on credibility estimation. Additionally, we discuss non-parametric estimations in credibility. Finally, a numerical illustration from the Wisconsin Local Government Property Insurance Fund indicates that the proposed robust credibility approach mitigates the impact of model mis-specification and captures the risk behavior of loss data from a broader perspective.","stat.AP, math.ST, stat.CO, stat.ME, stat.TH"
Geometric insights into robust portfolio construction,https://arxiv.org/abs/2107.06194,,07/23/2024 09:39,randomForestClassifier,"Lara Dalmeyer, Tim Gebbie",We investigate and extend the result that an alpha-weight angle from unconstrained quadratic portfolio optimisations has an upper bound dependent on the condition number of the covariance matrix. This is known to imply that better conditioned covariance matrices produce weights from unconstrained mean-variance optimisations that are better aligned with each assets expected return. Here we relate the inequality between the alpha-weight angle and the condition number to extend the result to include portfolio optimisations with gearing constraints to provide an extended family of robust optimisations. We use this to argue that in general the equally weighted portfolio is not preferable to the mean-variance portfolio even with poor forecast ability and a badly conditioned covariance matrix. We confirm the distribution free theoretical arguments with a simple Gaussian simulation.,"q-fin.PM, math.OC, q-fin.GN"
Analyzing selected cryptocurrencies spillover effects on global financial indices: Comparing risk measures using conventional and eGARCH-EVT-Copula approaches,https://arxiv.org/abs/2407.15766,,07/23/2024 09:39,randomForestClassifier,"Shafique Ur Rehman, Touqeer Ahmad, Wu Dash Desheng, Amirhossein Karamoozian","This study examines the interdependence between cryptocurrencies and international financial indices, such as MSCI World and MSCI Emerging Markets. We compute the value at risk, expected shortfall (ES), and range value at risk (RVaR) and investigate the dynamics of risk spillover. We employ a hybrid approach to derive these risk measures that integrate GARCH models, extreme value models, and copula functions. This framework uses a bivariate portfolio approach involving cryptocurrency data and traditional financial indices. To estimate the above risks of these portfolio structures, we employ symmetric and asymmetric GARCH and both tail flexible EVT models as marginal to model the marginal distribution of each return series and apply different copula functions to connect the pairs of marginal distributions into a multivariate distribution. The empirical findings indicate that the eGARCH EVT-based copula model adeptly captures intricate dependencies, surpassing conventional methodologies like Historical simulations and t-distributed parametric in VaR estimation. At the same time, the HS method proves superior for ES, and the t-distributed parametric method outperforms RVaR. Eventually, the Diebold-Yilmaz approach will be applied to compute risk spillovers between four sets of asset sequences. This phenomenon implies that cryptocurrencies reveal substantial spillover effects among themselves but minimal impact on other assets. From this, it can be concluded that cryptocurrencies propose diversification benefits and do not provide hedging advantages within an investor's portfolio. Our results underline RVaR superiority over ES regarding regulatory arbitrage and model misspecification. The conclusions of this study will benefit investors and financial market professionals who aspire to comprehend digital currencies as a novel asset class and attain perspicuity in regulatory arbitrage.",q-fin.RM
Weak convergence implies convergence in mean within GGC,https://arxiv.org/abs/2407.15105,,07/23/2024 09:39,randomForestClassifier,Hasanjan Sayit,We prove that weak convergence within generalized gamma convolution (GGC) distributions implies convergence in the mean value. We use this fact to show the robustness of the expected utility maximizing optimal portfolio under exponential utility function when return vectors are modelled by hyperbolic distributions.,q-fin.MF
Localized Neural Network Modelling of Time Series: A Case Study on US Monetary Policy,https://arxiv.org/abs/2306.05593,,07/23/2024 09:39,randomForestClassifier,"Jiti Gao, Fei Liu, Bin Peng, Yanrong Yang","In this paper, we investigate a semiparametric regression model under the context of treatment effects via a localized neural network (LNN) approach. Due to a vast number of parameters involved, we reduce the number of effective parameters by (i) exploring the use of identification restrictions; and (ii) adopting a variable selection method based on the group-LASSO technique. Subsequently, we derive the corresponding estimation theory and propose a dependent wild bootstrap procedure to construct valid inferences accounting for the dependence of data. Finally, we validate our theoretical findings through extensive numerical studies. In an empirical study, we revisit the impacts of a tightening monetary policy action on a variety of economic variables, including short-/long-term interest rate, inflation, unemployment rate, industrial price and equity return via the newly proposed framework using a monthly dataset of the US.",econ.EM
Nash Equilibrium between Brokers and Traders,https://arxiv.org/abs/2407.10561,,07/23/2024 09:39,randomForestClassifier,"\'Alvaro Cartea, Sebastian Jaimungal, Leandro S\'anchez-Betancourt","We study the perfect information Nash equilibrium between a broker and her clients -- an informed trader and an uniformed trader. In our model, the broker trades in the lit exchange where trades have instantaneous and transient price impact with exponential resilience, while both clients trade with the broker. The informed trader and the broker maximise expected wealth subject to inventory penalties, while the uninformed trader is not strategic and sends the broker random buy and sell orders. We characterise the Nash equilibrium of the trading strategies with the solution to a coupled system of forward-backward stochastic differential equations (FBSDEs). We solve this system explicitly and study the effect of information, profitability, and inventory control in the trading strategies of the broker and the informed trader.",q-fin.TR
Joint calibration to SPX and VIX options with signature-based models,https://arxiv.org/abs/2301.13235,,07/24/2024 11:39,randomForestClassifier,"Christa Cuchiero, Guido Gazzani, Janka M\""oller, Sara Svaluto-Ferro","We consider a stochastic volatility model where the dynamics of the volatility are described by a linear function of the (time extended) signature of a primary process which is supposed to be a polynomial diffusion. We obtain closed form expressions for the VIX squared, exploiting the fact that the truncated signature of a polynomial diffusion is again a polynomial diffusion. Adding to such a primary process the Brownian motion driving the stock price, allows then to express both the log-price and the VIX squared as linear functions of the signature of the corresponding augmented process. This feature can then be efficiently used for pricing and calibration purposes. Indeed, as the signature samples can be easily precomputed, the calibration task can be split into an offline sampling and a standard optimization. We also propose a Fourier pricing approach for both VIX and SPX options exploiting that the signature of the augmented primary process is an infinite dimensional affine process. For both the SPX and VIX options we obtain highly accurate calibration results, showing that this model class allows to solve the joint calibration problem without adding jumps or rough volatility.","q-fin.MF, math.PR"
The Negative Drift of a Limit Order Fill,https://arxiv.org/abs/2407.16527,,07/24/2024 11:39,randomForestClassifier,Timothy DeLise,"Market making refers to a form of trading in financial markets characterized by passive orders which add liquidity to limit order books. Market makers are important for the proper functioning of financial markets worldwide. Given the importance, financial mathematics has endeavored to derive optimal strategies for placing limit orders in this context. This paper identifies a key discrepancy between popular model assumptions and the realities of real markets, specifically regarding the dynamics around limit order fills. Traditionally, market making models rely on an assumption of low-cost random fills, when in reality we observe a high-cost non-random fill behavior. Namely, limit order fills are caused by and coincide with adverse price movements, which create a drag on the market maker's profit and loss. We refer to this phenomenon as ""the negative drift"" associated with limit order fills. We describe a discrete market model and prove theoretically that the negative drift exists. We also provide a detailed empirical simulation using one of the most traded financial instruments in the world, the 10 Year US Treasury Bond futures, which also confirms its existence. To our knowledge, this is the first paper to describe and prove this phenomenon in such detail.","q-fin.MF, q-fin.ST, q-fin.TR"
